WikidataID,LabelWikidata,Class
Q28966710,Genevieve Gaignard,PERSON
Q12189144,,LOCATION
Q10647610,Pyronema piggotii,OTHER
Q3634079,Bandini 750 sport siluro,OTHER
Q14545159,Echinella,ANIMAL
Q30168650,,OTHER
Q5661863,,OTHER
Q1975378,Banyallarga nica,ANIMAL
Q34373042,Older adults' home- and community-based care service use and residential transitions: a longitudinal study.,OTHER
Q7903547,Uuluti laid,LOCATION
Q5961510,,OTHER
Q33114336,,OTHER
Q27263813,andolast,SUBSTANCE
Q28858093,Beethoven Violin Sonata No. 1 / Itzhak Perlman_ Vladimir Ashkenazy,CREATION
Q27960337,,PERSON
Q19314684,Kroonakker,LOCATION
Q16297420,Carlos Angulo,PERSON
Q15998350,Henry Arthur Campbell,PERSON
Q34864162,,LOCATION
Q19481947,Rostocklaan,LOCATION
Q31205130,,INSTALLATION
Q19538180,,OTHER
Q7149546,Paul Brown (cricketer),PERSON
Q9689675,,OTHER
Q15131399,2002 Big Ten Conference baseball season,OTHER
Q26216959,1970 in Irish politics,OTHER
Q4577230,1976 NCAA Mens Basketball All-Americans,EVENT
Q29449646,,OTHER
Q34766733,,OTHER
Q31941462,Lake Liand,LOCATION
Q6238307,States and territories established in 802,OTHER
Q18753827,(10701) 1981 PF,OTHER
Q31248856,Cordón Platanillo,LOCATION
Q33399957,Lack of association of interferon regulatory factor 1 with severe malaria in affected child-parental trio studies across three African populations,OTHER
Q33689729,Cross-Sectional and Longitudinal Effects of CREB1 Genotypes on Individual Differences in Memory and Executive Function: Findings from the BLSA,OTHER
Q22138571,National Library of Potenza,INSTALLATION
Q4680330,Adams County Paleo-Indian District,LOCATION
Q25011451,State Basketball League teams,OTHER
Q19031363,,OTHER
Q9520755,,OTHER
Q15057135,,OTHER
Q29297119,,INSTALLATION
Q23137283,DNA polymerase III subunit delta ECs0678,SUBSTANCE
Q12718889,,OTHER
Q1405396,Ferdinand Hestermann,PERSON
Q11548818,Masaomi Mizue,PERSON
Q26389928,Stuart Lodge,INSTALLATION
Q28082715,Mechanisms of Oral Tolerance,OTHER
Q9483856,,OTHER
Q12462161,2-naphthylamine,SUBSTANCE
Q34359723,Mitochondrial DNA ligase is dispensable for the viability of cultured cells but essential for mtDNA maintenance,OTHER
Q24150047,DNA-binding transcriptional dual regulator ECUMN_2188,SUBSTANCE
Q5568751,,PERSON
Q3492450,Souza Cruz,BUSINESS
Q9029310,,OTHER
Q16066175,Israel Crane,PERSON
Q759874,Habitats Directive,OTHER
Q17215239,,OTHER
Q8900213,,OTHER
Q13956852,,LOCATION
Q10467137,,OTHER
Q3406858,,OTHER
Q8835580,(72522) 2001 DZ89,OTHER
Q4479669,,LOCATION
Q17732438,,OTHER
Q4939036,Giovanni Spinelli,PERSON
Q23376119,,OTHER
Q23478764,,OTHER
Q418267,Sphingosine-1-phosphate,SUBSTANCE
Q3074570,Fly,LOCATION
Q26081491,,OTHER
Q25679962,,OTHER
Q27939581,Transcript selection and the recruitment of mRNA decay factors for NMD in Saccharomyces cerevisiae,OTHER
Q20867860,Gm36277,SUBSTANCE
Q33129862,Alford Lake Dam,LOCATION
Q22034911,,LOCATION
Q23342234,ADP-ribose pyrophosphatase NudF SO_3903,SUBSTANCE
Q11297687,,OTHER
Q13908565,,INSTALLATION
Q23018856,James Butler (British Army officer),PERSON
Q31673098,Doi Pha Chon,LOCATION
Q16218900,Nata≈°a Vojnoviƒá,PERSON
Q28916457,Linea alba (abdomen),OTHER
Q5177331,Country Hotel,CREATION
Q15676656,Catarhoe cupreata,ANIMAL
Q18577643,Claudia de’Medici? (1604–1648)_ Princess of Tuscany,CREATION
Q34417208,Stem cells: from epigenetics to microRNAs,OTHER
Q34830368,Wanton River,LOCATION
Q3370809,Paul Caron,PERSON
Q19662480,Bo≈æidar Puretiƒá,PERSON
